VFID	VF category	multi_cat	vf_category0	vf_category1	vf_category2	vf_category3	vf_category0_subcat0	vf_category0_subcat1	vf_category0_subcat2	vf_category0_subcat3	vf_category0_subcat4	vf_category1_subcat0	vf_category1_subcat1	vf_category1_subcat2	vf_category1_subcat3	vf_category2_subcat0	vf_category2_subcat1	vf_category2_subcat2	vf_category3_subcat0	vf_category3_subcat1
VF1261	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Two-partner secretion (type Vb)	false	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Two-partner secretion (type Vb)				Effector delivery system	 Type V secretion system (T5SS) (Autotransporter)	 Two-partner secretion (type Vb)											
VF1262	Effector delivery system; Type III secretion system (T3SS); T3SS components	false	Effector delivery system; Type III secretion system (T3SS); T3SS components				Effector delivery system	 Type III secretion system (T3SS)	 T3SS components											
VF1263	Effector delivery system; Type VI secretion system (T6SS); T6SS components	false	Effector delivery system; Type VI secretion system (T6SS); T6SS components				Effector delivery system	 Type VI secretion system (T6SS)	 T6SS components											
VF1264	Effector delivery system; Type VI secretion system (T6SS); T6SS components	false	Effector delivery system; Type VI secretion system (T6SS); T6SS components				Effector delivery system	 Type VI secretion system (T6SS)	 T6SS components											
VF1265	Effector delivery system; Type III secretion system (T3SS); T3SS components	false	Effector delivery system; Type III secretion system (T3SS); T3SS components				Effector delivery system	 Type III secretion system (T3SS)	 T3SS components											
VF1266	Effector delivery system; Type III secretion system (T3SS); T3SS components	false	Effector delivery system; Type III secretion system (T3SS); T3SS components				Effector delivery system	 Type III secretion system (T3SS)	 T3SS components											
VF1267	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Two-partner secretion (type Vb)	false	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Two-partner secretion (type Vb)				Effector delivery system	 Type V secretion system (T5SS) (Autotransporter)	 Two-partner secretion (type Vb)											
VF1268	Effector delivery system; Type VI secretion system (T6SS); T6SS components	false	Effector delivery system; Type VI secretion system (T6SS); T6SS components				Effector delivery system	 Type VI secretion system (T6SS)	 T6SS components											
VF1269	Effector delivery system; Type IV secretion system (T4SS); Type IVA (T4ASS) components	false	Effector delivery system; Type IV secretion system (T4SS); Type IVA (T4ASS) components				Effector delivery system	 Type IV secretion system (T4SS)	 Type IVA (T4ASS) components											
VF1270	Effector delivery system; Type III secretion system (T3SS); T3SS components	false	Effector delivery system; Type III secretion system (T3SS); T3SS components				Effector delivery system	 Type III secretion system (T3SS)	 T3SS components											
VF1271	Effector delivery system; Type III secretion system (T3SS); T3SS components	false	Effector delivery system; Type III secretion system (T3SS); T3SS components				Effector delivery system	 Type III secretion system (T3SS)	 T3SS components											
VF1272	Effector delivery system; Type III secretion system (T3SS); T3SS components	false	Effector delivery system; Type III secretion system (T3SS); T3SS components				Effector delivery system	 Type III secretion system (T3SS)	 T3SS components											
VF1273	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Two-partner secretion (type Vb)	false	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Two-partner secretion (type Vb)				Effector delivery system	 Type V secretion system (T5SS) (Autotransporter)	 Two-partner secretion (type Vb)											
VF1274	Effector delivery system; Type III secretion system (T3SS); T3SS components	false	Effector delivery system; Type III secretion system (T3SS); T3SS components				Effector delivery system	 Type III secretion system (T3SS)	 T3SS components											
VF1275	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Classical autotransporter (type Va)	false	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Classical autotransporter (type Va)				Effector delivery system	 Type V secretion system (T5SS) (Autotransporter)	 Classical autotransporter (type Va)											
VF1276	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Two-partner secretion (type Vb)	false	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Two-partner secretion (type Vb)				Effector delivery system	 Type V secretion system (T5SS) (Autotransporter)	 Two-partner secretion (type Vb)											
VF1277	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Two-partner secretion (type Vb)	false	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Two-partner secretion (type Vb)				Effector delivery system	 Type V secretion system (T5SS) (Autotransporter)	 Two-partner secretion (type Vb)											
VF1278	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Trimeric autotransporter (type Vc)	false	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Trimeric autotransporter (type Vc)				Effector delivery system	 Type V secretion system (T5SS) (Autotransporter)	 Trimeric autotransporter (type Vc)											
VF1279	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Trimeric autotransporter (type Vc)	false	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Trimeric autotransporter (type Vc)				Effector delivery system	 Type V secretion system (T5SS) (Autotransporter)	 Trimeric autotransporter (type Vc)											
VF1280	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Trimeric autotransporter (type Vc)	false	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Trimeric autotransporter (type Vc)				Effector delivery system	 Type V secretion system (T5SS) (Autotransporter)	 Trimeric autotransporter (type Vc)											
VF1281	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Trimeric autotransporter (type Vc)	false	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Trimeric autotransporter (type Vc)				Effector delivery system	 Type V secretion system (T5SS) (Autotransporter)	 Trimeric autotransporter (type Vc)											
VF1282	Effector delivery system; Type IV secretion system (T4SS); Type IVA (T4ASS) components	false	Effector delivery system; Type IV secretion system (T4SS); Type IVA (T4ASS) components				Effector delivery system	 Type IV secretion system (T4SS)	 Type IVA (T4ASS) components											
VF1283	Effector delivery system; Type III secretion system (T3SS); T3SS components	false	Effector delivery system; Type III secretion system (T3SS); T3SS components				Effector delivery system	 Type III secretion system (T3SS)	 T3SS components											
VF1284	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Trimeric autotransporter (type Vc)	false	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Trimeric autotransporter (type Vc)				Effector delivery system	 Type V secretion system (T5SS) (Autotransporter)	 Trimeric autotransporter (type Vc)											
VF1285	Effector delivery system; Type II secretion system (T2SS)	false	Effector delivery system; Type II secretion system (T2SS)				Effector delivery system	 Type II secretion system (T2SS)												
VF1286	Effector delivery system; Type III secretion system (T3SS); T3SS components	false	Effector delivery system; Type III secretion system (T3SS); T3SS components				Effector delivery system	 Type III secretion system (T3SS)	 T3SS components											
VF1287	Effector delivery system; Type III secretion system (T3SS); T3SS components	false	Effector delivery system; Type III secretion system (T3SS); T3SS components				Effector delivery system	 Type III secretion system (T3SS)	 T3SS components											
VF1288	Effector delivery system; Type III secretion system (T3SS); T3SS components	false	Effector delivery system; Type III secretion system (T3SS); T3SS components				Effector delivery system	 Type III secretion system (T3SS)	 T3SS components											
VF1289	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Two-partner secretion (type Vb)	false	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Two-partner secretion (type Vb)				Effector delivery system	 Type V secretion system (T5SS) (Autotransporter)	 Two-partner secretion (type Vb)											
VF1290	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Two-partner secretion (type Vb)	false	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Two-partner secretion (type Vb)				Effector delivery system	 Type V secretion system (T5SS) (Autotransporter)	 Two-partner secretion (type Vb)											
VF1291	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Classical autotransporter (type Va)	false	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Classical autotransporter (type Va)				Effector delivery system	 Type V secretion system (T5SS) (Autotransporter)	 Classical autotransporter (type Va)											
VF1292	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Two-partner secretion (type Vb)	false	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Two-partner secretion (type Vb)				Effector delivery system	 Type V secretion system (T5SS) (Autotransporter)	 Two-partner secretion (type Vb)											
VF1293	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Trimeric autotransporter (type Vc)	false	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Trimeric autotransporter (type Vc)				Effector delivery system	 Type V secretion system (T5SS) (Autotransporter)	 Trimeric autotransporter (type Vc)											
VF1294	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Trimeric autotransporter (type Vc)	false	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Trimeric autotransporter (type Vc)				Effector delivery system	 Type V secretion system (T5SS) (Autotransporter)	 Trimeric autotransporter (type Vc)											
VF1295	Effector delivery system; Type III secretion system (T3SS); T3SS components	false	Effector delivery system; Type III secretion system (T3SS); T3SS components				Effector delivery system	 Type III secretion system (T3SS)	 T3SS components											
VF1296	Effector delivery system; Type II secretion system (T2SS)	false	Effector delivery system; Type II secretion system (T2SS)				Effector delivery system	 Type II secretion system (T2SS)												
VF1297	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Two-partner secretion (type Vb)	false	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Two-partner secretion (type Vb)				Effector delivery system	 Type V secretion system (T5SS) (Autotransporter)	 Two-partner secretion (type Vb)											
VF1298	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Two-partner secretion (type Vb)	false	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Two-partner secretion (type Vb)				Effector delivery system	 Type V secretion system (T5SS) (Autotransporter)	 Two-partner secretion (type Vb)											
VF1299	Effector delivery system; Type III secretion system (T3SS); T3SS components	false	Effector delivery system; Type III secretion system (T3SS); T3SS components				Effector delivery system	 Type III secretion system (T3SS)	 T3SS components											
VF1300	Effector delivery system; Type III secretion system (T3SS); T3SS components	false	Effector delivery system; Type III secretion system (T3SS); T3SS components				Effector delivery system	 Type III secretion system (T3SS)	 T3SS components											
VF1301	Effector delivery system; Type III secretion system (T3SS); T3SS components	false	Effector delivery system; Type III secretion system (T3SS); T3SS components				Effector delivery system	 Type III secretion system (T3SS)	 T3SS components											
VF1302	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Classical autotransporter (type Va)	false	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Classical autotransporter (type Va)				Effector delivery system	 Type V secretion system (T5SS) (Autotransporter)	 Classical autotransporter (type Va)											
VF1303	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Trimeric autotransporter (type Vc)	false	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Trimeric autotransporter (type Vc)				Effector delivery system	 Type V secretion system (T5SS) (Autotransporter)	 Trimeric autotransporter (type Vc)											
VF1304	Effector delivery system; Type II secretion system (T2SS)	false	Effector delivery system; Type II secretion system (T2SS)				Effector delivery system	 Type II secretion system (T2SS)												
VF1305	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Two-partner secretion (type Vb)	false	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Two-partner secretion (type Vb)				Effector delivery system	 Type V secretion system (T5SS) (Autotransporter)	 Two-partner secretion (type Vb)											
VF1306	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Two-partner secretion (type Vb)	false	Effector delivery system; Type V secretion system (T5SS) (Autotransporter); Two-partner secretion (type Vb)				Effector delivery system	 Type V secretion system (T5SS) (Autotransporter)	 Two-partner secretion (type Vb)											
VF1307	Effector delivery system; Type II secretion system (T2SS)	false	Effector delivery system; Type II secretion system (T2SS)				Effector delivery system	 Type II secretion system (T2SS)												
VF1308	Exotoxin; Intracellularly active toxin; DNase/Genotoxin	false	Exotoxin; Intracellularly active toxin; DNase/Genotoxin				Exotoxin	 Intracellularly active toxin	 DNase/Genotoxin											
VF1309	Exotoxin; Membrane-acting toxin; Pore forming toxin (PFT); Beta-PFT; Cholesterol-Dependent Cytolysin (CDC) family	false	Exotoxin; Membrane-acting toxin; Pore forming toxin (PFT); Beta-PFT; Cholesterol-Dependent Cytolysin (CDC) family				Exotoxin	 Membrane-acting toxin	 Pore forming toxin (PFT)	 Beta-PFT	 Cholesterol-Dependent Cytolysin (CDC) family									
VF1310	Exotoxin; Membrane-acting toxin; Phospholipase	false	Exotoxin; Membrane-acting toxin; Phospholipase				Exotoxin	 Membrane-acting toxin	 Phospholipase											
VF1311	Exotoxin; Membrane-acting toxin; Phospholipase	false	Exotoxin; Membrane-acting toxin; Phospholipase				Exotoxin	 Membrane-acting toxin	 Phospholipase											
VF1312	Exotoxin; Membrane-acting toxin; Phospholipase	false	Exotoxin; Membrane-acting toxin; Phospholipase				Exotoxin	 Membrane-acting toxin	 Phospholipase											
VF1313	Exotoxin; Membrane-acting toxin; Pore forming toxin (PFT); Beta-PFT; Cholesterol-Dependent Cytolysin (CDC) family	false	Exotoxin; Membrane-acting toxin; Pore forming toxin (PFT); Beta-PFT; Cholesterol-Dependent Cytolysin (CDC) family				Exotoxin	 Membrane-acting toxin	 Pore forming toxin (PFT)	 Beta-PFT	 Cholesterol-Dependent Cytolysin (CDC) family									
VF1314	Exotoxin; Intracellularly active toxin; RNA N-glycosidase	false	Exotoxin; Intracellularly active toxin; RNA N-glycosidase				Exotoxin	 Intracellularly active toxin	 RNA N-glycosidase											
